Assay.Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center.Name,Consent,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,Experiment,Instrument,Library.Name,LibraryLayout,LibrarySource,Organism,Platform,ReleaseDate,create_date,DPI,Influenza,SRA.Study,HostSpecies,Host.1,SampleID,HostGroup,HostType,SampleContext,Infection,Tissue,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,isolation_source,lat_lon,DOI,Collection_Date,HOST,Sample.Name,sample_type,genotype,isolate,strain,.tar_Folder,Body_System,broad.scale_environmental_context,Cultivar,dna_extracted_by,dna_extraction_date,dna_extraction_kit,environmental_medium,experimental_group,True_or_Neg,Expt_.,geographical_location,isolation_and_growth_condition,latitude_and_longitude,local_scale_environmental_context,organism..run.,Sampling.time.point.Days.Post.Infection.,Age_at_infection,Bird_ID,Bird_weight.g.,Bursa.BodyWeight.Ratio1000,Bursa_Weight_g,Date_of_Hatch,Date_of_Infection,Infecting_Agent,Isolator_.,sex,Log10_Virus_titer_.EID50_.mL_or_.g_tissue.,Log2_Fold_Change_in_Expression_of_IFN.a,Log2_Fold_Change_in_Expression_of_IFN.b,Log2_Fold_Change_in_Expression_of_IFN.L,Log2_Fold_Change_in_Expression_of_IFN.y,Log2_Fold_Change_in_Expression_of_IL.6,Log2_Fold_Change_in_Expression_of_LITAF,Log2_Fold_Change_in_Expression_of_Mx,Log2_Fold_Change_in_Expression_of_OAS,Infection_Status,samp_size,source_material_id,Path,collection_date,host,misc_param,Nickname,HASubType,Season,Age,NASubType,HASubType_NASubType,Genus,Species,Location,Season_SeasonYear,Feeding,Sex,Description,CoreGroup
OTHER,602,31193232,PRJNA644054,SAMN15446712,Metagenome or environmental,20328444,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668876,Illumina MiSeq,TOSIL124,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148823_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL124,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-11-06,DNeasy PowerSoil Kit (Qiagen),not applicable',TKMN,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,265,3.160946746,3.1609468,0.5342,2018-02-15T00:00:00,18-03-05,Influenza virus A/TK/MN/10734-2/95 (H5N2),5,male,1.041522222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,25123266,PRJNA644054,SAMN15446711,Metagenome or environmental,17009818,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668875,Illumina MiSeq,TOSIL123,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148824_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL123,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,259,3.311851852,3.3118517,0.4471,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),4,female,2.270296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,28314468,PRJNA644054,SAMN15446710,Metagenome or environmental,18725993,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668874,Illumina MiSeq,TOSIL122,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148825_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL122,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,248,3.319230769,3.3192308,0.4315,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),4,female,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,31242596,PRJNA644054,SAMN15446709,Metagenome or environmental,20304597,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668873,Illumina MiSeq,TOSIL121,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148826_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL121,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,247,3.072560976,3.072561,0.5039,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),4,female,0.419484333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,15927716,PRJNA644054,SAMN15446708,Metagenome or environmental,11137367,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668871,Illumina MiSeq,TOSIL120,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148828_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL120,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,245,2.626811594,2.6268115,0.3625,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),4,male,1.596301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,31730216,PRJNA644054,SAMN15446707,Metagenome or environmental,20805467,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668870,Illumina MiSeq,TOSIL119,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148829_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL119,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,244,3.323463687,3.3234637,0.5949,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),4,male,1.647653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,24017994,PRJNA644054,SAMN15446706,Metagenome or environmental,16347060,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668869,Illumina MiSeq,TOSIL118,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148830_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL118,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,243,3.804964539,3.8049645,0.5365,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),4,male,1.072082667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,26730606,PRJNA644054,SAMN15446705,Metagenome or environmental,17224162,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668868,Illumina MiSeq,TOSIL117,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148831_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL117,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,242,4.285211268,4.285211,0.6085,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),4,male,2.334486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,27566784,PRJNA644054,SAMN15446704,Metagenome or environmental,18373540,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668867,Illumina MiSeq,TOSIL116,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148832_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL116,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,241,1.547222222,1.5472223,0.1671,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),4,male,1.219719667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,15453942,PRJNA644054,SAMN15446703,Metagenome or environmental,10519820,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668866,Illumina MiSeq,TOSIL115,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148833_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL115,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,301,4.153333333,4.153333,0.4984,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),3,female,1.874457667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,40535068,PRJNA644054,SAMN15446702,Metagenome or environmental,26080537,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668865,Illumina MiSeq,TOSIL114,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148834_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL114,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,302,1.495238095,1.4952381,0.2826,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),3,female,2.210385333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,28289786,PRJNA644054,SAMN15446701,Metagenome or environmental,19559947,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668864,Illumina MiSeq,TOSIL113,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148835_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL113,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,252,3.080208333,3.0802083,0.2957,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),3,male,1.718262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,40800550,PRJNA644054,SAMN15446700,Metagenome or environmental,26500931,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668863,Illumina MiSeq,TOSIL112,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148836_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL112,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,250,2.831677019,2.831677,0.4559,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),3,male,2.574128667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,40222630,PRJNA644054,SAMN15446699,Metagenome or environmental,26391198,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668862,Illumina MiSeq,TOSIL111,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148837_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL111,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,236,3.703773585,3.7037735,0.5889,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),3,female,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,49049756,PRJNA644054,SAMN15446698,Metagenome or environmental,31477231,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668860,Illumina MiSeq,TOSIL110,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148839_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL110,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,235,2.526851852,2.526852,0.2729,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),3,male,1.016451333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,16284702,PRJNA644054,SAMN15446697,Metagenome or environmental,11848463,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668859,Illumina MiSeq,TOSIL109,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148840_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL109,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,234,3.717692308,3.7176924,0.4833,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),3,male,0.421624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,21912198,PRJNA644054,SAMN15446696,Metagenome or environmental,15095847,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668858,Illumina MiSeq,TOSIL108,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Pos,SRP270067,Turkey,NA,SRR12148841_merged,Poultry,Turkey,Experimental,Pos,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL108,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',CKPA,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,233,3.130921053,3.1309211,0.4759,2018-02-15T00:00:00,18-03-05,Influenza virus A/CK/PA/13609/93 (H5N2),3,male,1.067803333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Pos
OTHER,602,32350276,PRJNA644054,SAMN15446692,Metagenome or environmental,21175436,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668854,Illumina MiSeq,TOSIL104,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Neg,SRP270067,Turkey,NA,SRR12148845_merged,Poultry,Turkey,Experimental,Neg,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL104,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',Mock,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,215,3.856521739,3.8565218,0.6209,2018-02-15T00:00:00,18-03-05,Phosphate Buffered Saline,2,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Neg
OTHER,602,18705344,PRJNA644054,SAMN15446691,Metagenome or environmental,12906592,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668853,Illumina MiSeq,TOSIL103,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Neg,SRP270067,Turkey,NA,SRR12148846_merged,Poultry,Turkey,Experimental,Neg,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL103,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',Mock,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,213,2.914285714,2.9142857,0.5508,2018-02-15T00:00:00,18-03-05,Phosphate Buffered Saline,2,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Neg
OTHER,602,21042308,PRJNA644054,SAMN15446690,Metagenome or environmental,14175687,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668852,Illumina MiSeq,TOSIL102,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Neg,SRP270067,Turkey,NA,SRR12148847_merged,Poultry,Turkey,Experimental,Neg,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL102,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',Mock,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,211,3.869411765,3.8694117,0.6578,2018-02-15T00:00:00,18-03-05,Phosphate Buffered Saline,2,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Neg
OTHER,602,12645010,PRJNA644054,SAMN15446688,Metagenome or environmental,8790004,THE OHIO STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8668851,Illumina MiSeq,TOSIL100,PAIRED,OTHER,gut metagenome,ILLUMINA,2020-07-06T00:00:00Z,2020-07-06T01:55:00Z,5,Neg,SRP270067,Turkey,NA,SRR12148848_merged,Poultry,Turkey,Experimental,Neg,Ileum,NA,NA,NA,NA,NA,NA,3/10/2018,FAHRP-OSU Specific-pathogen-free turkey,TOSIL100,Ileum,NA,NA,NA,Ileum,Gut,not applicable',not applicable',H. Ji,18-10-30,DNeasy PowerSoil Kit (Qiagen),not applicable',Mock,True Sample,CWL-18-AIV-MET-105,USA: Ohio,not applicable',missing,not applicable',FAHRP-OSU Specific-pathogen-free turkey,5,18,209,4.25234375,4.2523437,0.5443,2018-02-15T00:00:00,18-03-05,Phosphate Buffered Saline,2,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry_Neg
